ident,type,name,municipality,iata_code
0ND0,small_airport,Gilbertson Field,Flora,
0ND6,small_airport,Schumacher Strip,Hague,
0ND7,small_airport,Saville Private Airport,Hazelton,
0NE0,small_airport,Merrihew Airport,Ashby,
0NE1,small_airport,Runner Landing Area Airport,Ashby,
0NE2,small_airport,Merry Airport,Ashby,
0NE5,small_airport,Newman Airport,Big Springs,
0NE6,small_airport,Frager Field,Fairfield,
0NJ5,small_airport,Fla-Net Airport,Netcong,
0NJ6,small_airport,Dix Field,Linwood,
0NK0,small_airport,Berdick Field,Cattaraugus,
0NK1,small_airport,Spring Brook Airport,Central Square,
0NK2,small_airport,Westwind Farm Airport,Charlton,
0NK3,small_airport,Seven Gullies Airport,Groveland,
0NK6,small_airport,Lapeer Flyer Airport,Marathon,
0NK8,small_airport,Rocky Reef Farm Airport,Attlebury,
0NM0,small_airport,Columbus Airport,Columbus,
0NM7,small_airport,Negrito Airstrip,Reserve,
0NY0,small_airport,Bennetts Airport,North Creek,
0NY1,small_airport,Russell Field,Northumberland,
0NY3,small_airport,Kermizian Airport,Ohio,
0NY7,small_airport,Murphys Landing Strip,Perth,
0NY8,small_airport,Wenskoski Field,Perth,
0O4,small_airport,Corning Municipal Airport,Corning,
0O9,small_airport,Ward Field,Gasquet,
0OH6,small_airport,Fry Field,Spring Valley,
0OH7,small_airport,Apple Airport,Piqua,
0OH8,small_airport,Fry Airport,Piqua,
0OI2,small_airport,Unger Field,Greenfield,
0OI3,small_airport,Galloway Airport,Sandusky,
0OI4,small_airport,Salt Box Airport,Hiram,
0OI6,small_airport,Victor's Landing Airport,Kingsville,
0OI9,small_airport,Hidden Quarry Airport,Lucasville,
0OK0,small_airport,Edmond Airport,Edmond,
0OK1,small_airport,Mckey Airport,Elmore City,
0OK3,small_airport,Mckinley Ranch Airport,Geary,
0OK4,small_airport,Rock Creek Farm Airport,Coal Gate,
0OK5,small_airport,Chappell Airport,Guthrie,
0OK6,small_airport,Ellis/Harvey Airport,Guthrie,
0OK9,small_airport,Crystal Airport,Jennings,
0OR3,small_airport,Long Ranch Airport,Merrill,
0OR5,small_airport,East Oregon Cattle Co Airport,Eagle Point,
0OR6,small_airport,Rome Service Airport,Rome,
0OR7,small_airport,Marr Field,Monmouth,
0OR8,small_airport,Sutton on Rogue Airport,White City,
0OR9,small_airport,Hanel Field,Mount Hood,
0P1,small_airport,Van Pak Airport,Prairie View,
0P2,small_airport,Shoestring Aviation Airfield,Stewartstown,
0PA0,small_airport,Philadelphia Gliderport,Hilltown,
0PA2,small_airport,Haunstein Ultralightport,Shermans Dale,
0PA3,small_airport,Robbins Farm Airport,Troy,
0PA4,small_airport,Ecko Field,Hummelstown,
0PA5,small_airport,Fisher Airport,Franklin,
0PA6,small_airport,Hostetler Airport,Huntingdon,
0PN0,small_airport,Fletcher Airport,Sheakeyville,
0PN2,small_airport,Flying Acres Airport,Slippery Rock,
0PN4,small_airport,Kitner Airport,New Bloomfield,
0PN5,small_airport,Nichols Airport,Spartansburg,
0PN6,small_airport,Memmi Airport,Three Springs,
0PN7,small_airport,Drillmore Acres Airport,Newburg,
0PN8,small_airport,Shriver Airport,Titusville,
0PN9,small_airport,Paul Personal Use Airport,Titusville,
0PS0,small_airport,Frederick Airpark,Tylersburg,
0PS3,small_airport,Carsonville Airport,Carsonville,
0PS4,small_airport,Old Orchard Airport,Curwensville,
0PS7,small_airport,Harman Airport,Elizabethville,
0Q3,small_airport,Sonoma Valley Airport,Schellville/Sonoma,
0Q4,small_airport,Selma Airport,Selma,
0Q9,small_airport,Sonoma Skypark Airport,Sonoma,
0R2,small_airport,Lincoln Municipal Airport,Lincoln,
0R7,small_airport,The Red River Airport,Coushatta,
0R9,small_airport,Plainville Airpark,Plainville,
0S1,small_airport,Meadow Creek Usfs Airport,Meadow Creek,
0S5,small_airport,Nez Perce Municipal Airport,Nez Perce,
0SD0,small_airport,Lenling Airport,Glencross,
0SD1,small_airport,Lodi Airport,Wakonda,
0SD3,small_airport,Bledsoe Ranch Airport,Hoover,
0SD6,small_airport,Oasis Ranch Airport,Philip,
0SD7,small_airport,Porch Ranch Airport,Wanblee,
0SD8,small_airport,Juhnke Airport,Vivian,
0TA1,small_airport,Buddy Harmel Airport,Halfway,
0TA2,small_airport,Smith Farms Airport,Halfway,
0TA3,small_airport,Tate Ranch Airport,Dryden,
0TA4,small_airport,Erco Field,Kaufman,
0TA7,small_airport,Alta Vista Ranch Airport,Marfa,
0TA8,small_airport,Womack Plantation Airport,Paris,
0TE0,small_airport,Robertson Ranch Airport,Comstock,
0TE3,small_airport,Buzz Field,Roaring Springs,
0TE4,small_airport,Hilltop Lakes Airport,Hilltop Lakes,
0TE5,small_airport,Santa Maria Ranch Airport,Laredo,
0TE6,small_airport,Gorman Airport,Gorman,
0TE7,small_airport,LBJ Ranch Airport,Johnson City,JCY
0TN0,small_airport,R & S Buzzard Airport,Spring Hill,
0TN2,small_airport,Village Airport,Greenback,
0TN5,small_airport,Mc Donald Airport,Murfreesboro,
0TN6,small_airport,Riner Farm Airport,Norris,
0TS1,small_airport,Dooley Airport,Justin,
0TS2,small_airport,Ultralight International Ultralightport,Haslet,
0TS4,small_airport,Ullrich Airport,Ledbetter,
0TS5,small_airport,Lake Bay Gall Airport,Cleveland,
0TS7,small_airport,Flying U Airport,Mineral Wells,
0TS8,small_airport,Flying 'K' Ranch Ultralightport,Mercedes,
0TX0,small_airport,Nassau Bay Airport,Granbury,
0TX1,small_airport,Pecan Plantation Airport,Granbury,
0TX5,small_airport,Shiloh Airport,Flower Mound,
0TX6,small_airport,Elm Creek Airpark,Seguin,
0TX8,small_airport,Jacobia Field,Greenville,
0TX9,small_airport,Card Aerodrome,Greenville,
0U0,small_airport,Landmark US Forest Service Airport,Landmark,
0U1,small_airport,Warm Springs Creek Airport,Lowman,
0U2,small_airport,Copper Basin Airport,Mackay,
0U3,small_airport,Mahoney Creek US Forest Service Airport,Mahoney Creek,
0U7,small_airport,Hollow Top Airport,Martin,
0U8,small_airport,May Airport,May,
0U9,small_airport,Lee Williams Memorial Airport,Midvale,
0VA1,small_airport,Johnson Fox Field,Bedford,
0VA2,small_airport,Riverwood Airport,Iron Gate,
0VA3,small_airport,Hunt Airport,Manquin,
0VA4,small_airport,Worley Field,Rocky Mount,
0VA5,small_airport,Coffman Field,Richmond,
0VA7,small_airport,Flatrock Air Strip,Richmond,
0VA8,small_airport,Jayarz Airport,Mannboro,
0VA9,small_airport,Handy Strip,Gloucester Court House,
0VI1,small_airport,Brooklyn Airport,Manquin,
0WA1,small_airport,Dwight Field,Chehalis,
0WA2,small_airport,Curtis Airport,Curtis,
0WI1,small_airport,Mort's Landing Airport,Comstock,
0WI2,small_airport,Doering Farms Airfield,Monches,
0WI4,small_airport,Snow Crest Ranch Airport,Montello,
0WI5,small_airport,Crash In International Airport,Husher,
0WI6,small_airport,Simandl Field/Private Airport,Muskego,
0WI7,small_airport,With Wings And A Halo Airport,Neenah,
0WI8,small_airport,Oconomowoc Airport,Oconomowoc,
0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,Oregon,
0WN0,small_airport,Rucilla's Roost Airport,Sequim,
0WN1,small_airport,Shangri-La Airport,Selah,
0WN2,small_airport,Coopers Landing,Kennewick,
0WN5,small_airport,Potts Field,North Cape,
0WN9,small_airport,Wings For Christ Airport,Omak,
0WY0,small_airport,Freedom Air Ranch Airport,Freedom,
0WY1,small_airport,Dorsey Creek Ranch Airport,Basin,
0XA4,small_airport,Seven C's Ranch Airport,Freer,
0XA5,small_airport,74 Ranch Airport,Campbellton,
0XA7,small_airport,Bar 3 Ranch Airport,Georgetown,
0XS0,small_airport,Diamond H Ranch Airport,Catarina,
0XS1,small_airport,Rodgers Roost Airport,El Campo,
0XS2,small_airport,John Fields Ranch Airport,Sonora,
0XS6,small_airport,Lakeside Beach Airport,Spicewood,
0XS7,small_airport,Anacacho Ranch Airport,Spofford,
0XS8,small_airport,Dunbar Ranch Airport,Spofford,
0XS9,small_airport,French Field,Bullard,
0Y4,small_airport,Lambert Fechter Municipal Airport,Hartley,
0Y6,small_airport,Lake Mills Municipal Airport,Lake Mills,
0Z2,small_airport,Road Commission Nr 1 Airport,Denali,
10AK,small_airport,Hunt Strip,Wasilla,
10AZ,small_airport,Pierce Airport,Buckeye,
10CO,small_airport,Silkman Farms Inc. Airport,Burlington,
10D,small_airport,Winsted Municipal Airport,Winsted,
10F,small_airport,Rosser Ranch Airport,Graham,
10FA,small_airport,Flying Baron Estates Airport,Leesburg,
10FD,small_airport,Seven Feathers Airport,Dunnellon,
10GA,small_airport,Beaverbrook Aerodrome,Griffin,
10IA,small_airport,Flyers Airport,Waterloo,
10ID,small_airport,Flat Top Airstrip,Muldoon,
10LA,small_airport,Industrial Helicopters Inc. Airport,Scott,
10MT,small_airport,Hoolie Airport,Haxby,
10NC,small_airport,Johnston Farm Airport,Jackson,
10ND,small_airport,Smith Strip,Halliday,
10OH,small_airport,Zoellner Airport,Huron,
10OK,small_airport,Hickory Hills Airport,Norman,
10OR,small_airport,Stevens Mountain Airport,Vernonia,
10TE,small_airport,Gottwald Field,Harwood,
10TN,small_airport,Flatwood Field,Lebanon,
10VA,small_airport,Nashs Airport,Appomattox,
10WI,small_airport,Buds Landing Airport,Pound,
10WY,small_airport,Willow Creek Ranch Airport,Kaycee,
10XS,small_airport,Flying S Air Ranch Airport,Brownwood,
11AK,small_airport,Rocking T. Ranch Airport,Delta Junction,
11AZ,small_airport,Whetstone Airport,Huachuca City,
11CA,small_airport,Turner Field,Fowler,
11CL,small_airport,Hansen Airport,Adelanto,
11FA,small_airport,B & L Farms Airport,Homestead,
11FL,small_airport,Williams Field,Middleburg,
11II,small_airport,Atterbury Field (Camp Atterbury),Nineveh,
11IN,small_airport,Jr's Airport,Danville,
11LL,small_airport,Thacker Airport,Chenoa,
11LS,small_airport,Jasmine Hill Airport,Glenmora,
11M,small_airport,Fulton-Itawamba County Airport,Fulton,
11MA,small_airport,Bulljump Airport,Wareham,
11MD,small_airport,Tim's Airport,Salisbury,
11MO,small_airport,Redgate Ranch Airport,Williamsburg,
11MT,small_airport,Lammers Airport,Shawmut,
11MU,small_airport,Rocky Top Airfield,Gainesville,
11N,small_airport,Candlelight Farms Airport,New Milford,
11NE,small_airport,Kaan Airport,Harrison,
11NK,small_airport,Hop House Airpark,Fort Plain,
11NY,small_airport,Saikkonen Airport,Spencer,
11OA,small_airport,Hide-A-Way Hills Resort Airport,Bremen,
11OG,small_airport,Unity Airport,Unity,
11OK,small_airport,Beefor Ranch Airport,Purcell,
11OR,small_airport,Holiday Sky Ranch Airport,Sutherlin,
11PN,small_airport,Eakin Airport,Cranberry,
11S,small_airport,Sekiu Airport,Sekiu,
11TE,small_airport,Flying M Ranch Airport,Grandview,
11TN,small_airport,Salem Field,Clarksville,
11TS,small_airport,Pt Enterprise D&W Ranch Airport,Mexia,
11TX,small_airport,Butler Airport,Sherman,
11UT,small_airport,Flying R Airport,Huntsville,
11VG,small_airport,Devil's Reach Landing Airport,Oak Grove,
11WA,small_airport,Homeport Airport,Spokane,
11Y,small_airport,Flying Feathers Airport,Chilton,
12A,small_airport,Arkavalley Airport,Conway,
12AR,small_airport,Gibbons Airport,Marvell,
12AZ,small_airport,Ranta Strip,Morristown,
12CA,small_airport,Faber Vineyards Airport,Lodi,
12CL,small_airport,Newton Field,Stratford,
12CN,small_airport,Richter Airport,Maxwell,
12CO,small_airport,Omega 1 STOLport,Hotchkiss,
12IA,small_airport,Plueger Airfield,Lemars,
12ID,small_airport,Flying B Ranch Landing Strip,Salmon,
12II,small_airport,Pentecost Airport,Centerville,
12IL,small_airport,Hawker Airport,Kankakee,
12IN,small_airport,J & S Field,Darmstadt,
12KS,small_airport,Sooter Airport,Sedgwick,
12KY,small_airport,John M. Foree Airport,New Castle,
12LA,small_airport,Kml Airport,Sulphur,
12LS,small_airport,Hains Airstrip,Rayne,
12ME,small_airport,Ridgeview Airport,Searsmont,
12MI,small_airport,John's Airport,Davison,
12MO,small_airport,Ferguson Farms Airport,Windsor,
12MS,small_airport,Green Acres Airport,Woodville,
12MT,small_airport,Lincolns Field,Hingham,
12NC,small_airport,Atlantic Field Mcolf Airport,Atlantic,
12ND,small_airport,Pietschtree Airstrip,Burlington,
12NE,small_airport,Reisig Brothers Airport,Scottsbluff,
12NH,small_airport,Gile Pond Airport,Sanbornton,
12NK,small_airport,Westport Airport,Westport,
12OH,small_airport,Mcgregor Airfield,Brookville,
12OR,small_airport,Skinner Ranch Airport,Jordan Valley,
12S,small_airport,Monument Municipal Airport,Monument,
12SC,small_airport,Over the Hill Airport,Elgin,
12TE,small_airport,Curtis Ranch Field,Brady,
12TN,small_airport,Riley Creek Airport,Kingston,
12TS,small_airport,Blo Airport,Mineral Wells,
12TX,small_airport,Griffin Airport,Bertram,
12VA,small_airport,Hop-Along Airport,Clifton Forge,
12WA,small_airport,Fowlers Nw 40 Airport,Spokane,
12WT,small_airport,Walker Airport,Palouse,
12WV,small_airport,Crazy Horse Airport,Hamlin,
12WY,small_airport,Black Diamond Airport,Burlington,
12XA,small_airport,Wood Farm Airfield,Gardendale,
12XS,small_airport,Mc Croskey Field,Butlerville,
13AK,small_airport,Satterbergs Airport,Houston,
13AZ,small_airport,Waltenberry Field Ultralightport,Tonopah,
13CL,small_airport,Maine Prairie Airport,Dixon,
13FA,small_airport,Earle Airpark,Hastings,
13GA,small_airport,Oak Ridge Plantation Airport,Sylvester,
13GE,small_airport,Holt Airpark,Oak Park,
13IA,small_airport,Hillside Stables Airport,Sabula,
13ID,small_airport,Silva Ranch Airport,Stanley,
13IN,small_airport,Gage Airport,Decatur,
13KS,small_airport,Daniel's Landing Airport,Andover,
13KY,small_airport,Miles Airport,Owensboro,
13LS,small_airport,Tee Brad's Airport,Kaplan,
13MA,small_airport,Metropolitan Airport,Palmer,PMX
13ME,small_airport,Socatean Bay Airport,Rockwood,
13MN,small_airport,Melby Airport,Ashby,
13MO,small_airport,Domeyer Airport,Lenox,
13MS,small_airport,Greener Pastures Airpark,Carriere,
13MT,small_airport,Sorenson Airport,Kremlin,
13N,small_airport,Trinca Airport,Andover,
13NC,small_airport,Oak Grove Marine Corps Outlying Field,Pollocksville,
13NE,small_airport,Hock Airport,Culbertson,
13NM,small_airport,Beaverhead Airstrip,Silver City,
13OR,small_airport,Aubrey Mountain Airstrip,Oakridge,
13PA,small_airport,Rigrtona Airport,Tidioute,
13PN,small_airport,Richland Acres Ultralightport,Quakertown,
13Q,small_airport,Jewett Mesa Airport,Apache Creek,
13TE,small_airport,Varisco Airport,Bryan,
13TS,small_airport,Van Es Ranch Airport,Oilton,
13TX,small_airport,Allison Ranch Airport,Sonora,
13W,small_airport,Camano Island Airfield,Stanwood,
13WI,small_airport,Nowatzski Field,Markesan,
13Y,small_airport,Littlefork Muni/Hanover Airport,Littlefork,
14AK,small_airport,Four Corners Airport,Palmer,
14AR,small_airport,Rice-Bell Field Airport,Forrest City,
14AZ,small_airport,Ruby Star Airpark,Sahuarita,
14CO,small_airport,Good Pasture Airport,Beulah,
14FA,small_airport,Burrs Strip,Miami,
14FD,small_airport,Sunshine Farms Airport,St Augustine,
14I,small_airport,Bloom Airport,Jamestown,
14ID,small_airport,Peaceful Cove Airport,Boise,
14KS,small_airport,G & S Space Port Airport,Parker,
14KY,small_airport,Blue Haven Farm Airport,Paris,
14ME,small_airport,Ring Hill Airport,Carmel,
14MI,small_airport,East-West Paris Airport,Dutton,
14MS,small_airport,Rose Field,Hickory,
14MT,small_airport,Holland Ranch Airport,Lewistown,
14N,small_airport,Beltzville Airport,Lehighton,
14NC,small_airport,Camp Davis Mcolf Airport,Holly Ridge,
14ND,small_airport,Hagen Private Airport,Reeder,
14NK,small_airport,Mountain View Airport,Kingsbury,
14OH,small_airport,Heilman Airport,Kenton,
14OI,small_airport,Pleasant Home Gliding Club Gliderport,Pleasant Home,
14P,small_airport,Boggs Field,Spencer,
14PA,small_airport,Dimascio Field,Pottstown,
14PS,small_airport,Hideaway Ultralightport,Quarryville,
14S,small_airport,Westport Airport,Westport,
14TA,small_airport,Dean Ranch Airport,Startzville,
14TE,small_airport,Smith I-Ranch Airport,Hext,
14TS,small_airport,O S Wyatt Airport,Realitos,
14TX,small_airport,Keyes Ranch Airport,Dripping Springs,
14VA,small_airport,Krens Farm Airport,Hillsboro,
14WA,small_airport,Lz Ranch Airport,Olympia,
14WS,small_airport,Lakewood Lodge Airport,Stone Lake,
14XA,small_airport,Sherman (Frog Pond) Airport,Sherman,
14XS,small_airport,Isbell Ranch Airport,Davilla,
15A,small_airport,Mark Reynolds/North Mobile County Airport,Creola,
15AK,small_airport,Golden North Airfield,Cantwell,
15AR,small_airport,Taylor Airport,Brickeys,
15AZ,small_airport,Quail Mesa Ranch Airport,Quartzsite,
15CL,small_airport,Hunt Farms Airport,Merced,
15FD,small_airport,Orange Hill Airport,Wausau,
15FL,small_airport,Cannon Creek Airpark,Lake City,
15G,small_airport,Weltzien Skypark Airport,Wadsworth,
15GA,small_airport,Darla's Airport,Kite,
15IA,small_airport,Stella Airport,Bellvue,
15ID,small_airport,Scanlon Airport,Coeur D Alene,
15IL,small_airport,Gittleson Farms Airport,Franklin Grove,
15IN,small_airport,Bugtown Airport,New Harmony,
15KS,small_airport,Sickler Airstrip,Emporia,
15KY,small_airport,Brennan Farm Airport,Paris,
15LL,small_airport,Cloverleaf Ranch Airport,Tiskilwa,
15MA,small_airport,Canapitsit Airport,Gosnold,
15ME,small_airport,Eagle Field,North Yarmouth,
15MN,small_airport,Tyler Farms Airport,Watkins,
15MO,small_airport,Applegate Airport,Queen City,
15MT,small_airport,Saubak Airport,Lustre,
15N,small_airport,Jenkins Airport,Wyoming,
15NC,small_airport,Dragonfly Field,Ahoskie,
15NE,small_airport,Sindt Airport,Upland,
15PA,small_airport,Cavage Personal Use Airport,Prompton,
15S,small_airport,Lester State Ultralightport,Lester,
15TA,small_airport,J R Ranch Airport,Briggs,
15VA,small_airport,Fox Acres Airport,Warrenton,
15W,small_airport,Dennis Farms Airport,Laingsburg,
15WA,small_airport,Sunset Airport,Stanwood,
15WI,small_airport,Peterson Field,Oregon,
15XS,small_airport,Toy Airpark,Liverpool,
16A,small_airport,Nunapitchuk Airport,Nunapitchuk,NUP
16AK,small_airport,Gattis Strip,Wasilla,
16AR,small_airport,Heifer Creek Ranch Airport,Springfield,
16AZ,small_airport,Yav'pe Ma'ta Airport,Skull Valley,
16CO,small_airport,Dry Pen Airport,Parachute,
16FA,small_airport,Little Deer Airport,Ochopee,
16FD,small_airport,Skinners Wholesale Nursery Airport,Crescent City,
16FL,small_airport,J-22 Ranch Airport,Milton,
16IA,small_airport,Stangl STOLport,Coon Rapids,
16II,small_airport,Harrington Field,San Pierre,
16IL,small_airport,Harold Bunger Airport,Kirkland,
16IS,small_airport,Kellums Airport,Goreville,
16MD,small_airport,High Valley Airport,North East,
16MI,small_airport,Barnstormers 5 Airport,Gaines,
16MO,small_airport,Findley Field,Beaufort,
16MT,small_airport,Bangart Field,Roberts,
16NC,small_airport,Lee's Airport,Edenton,
16NE,small_airport,Korver Airport,Panama,
16OI,small_airport,Trump Airport,Greenville,
16PA,small_airport,Gregg Airport,Eighty Four,
16S,small_airport,Myrtle Creek Municipal Airport,Myrtle Creek,
16SC,small_airport,Southern Aero Sports Airport,Cross Anchor,
16TA,small_airport,Seven Springs Airport,Toyahvale,
16TE,small_airport,Holly Lake Ranch Airport,Hawkins,
16TS,small_airport,Pineridge STOLport,Tyler,
16W,small_airport,Little Goose Lock and Dam Airport,Starbuck,
16WA,small_airport,Tightcliff Airport,Nine Mile Falls,
16X,small_airport,Propwash Airport,Justin,
16XS,small_airport,Outlaw Flyers Airport,Conroe,
17AR,small_airport,Bredlow Farm Airport,England,
17CL,small_airport,Las Trancas Airport,Davenport,
17CO,small_airport,Skylane Ranch Airport,Berthoud,
17FA,small_airport,Cotton Strip,La Belle,
17FL,small_airport,Jumbolair-Greystone Airport,Ocala,
