ident,type,name,iso_region,iata_code
SKAD,small_airport,Alcides FernÃ¡ndez Airport,CO-CHO,ACD
SKAG,small_airport,Hacaritama Airport,CO-CES,
SKAM,small_airport,Amalfi Airport,CO-ANT,AFI
SKAP,medium_airport,Gomez Nino Apiay Air Base,CO-MET,API
SKAR,medium_airport,El Eden Airport,CO-QUI,AXM
SKAS,medium_airport,Tres De Mayo Airport,CO-PUT,PUU
SKBC,medium_airport,Las Flores Airport,CO-MAG,ELB
SKBE,small_airport,Becerril Airport,CO-CES,
SKBG,medium_airport,Palonegro Airport,CO-SAN,BGA
SKBN,small_airport,Buenavista Airport,CO-LAG,
SKBO,large_airport,El Dorado International Airport,CO-CUN,BOG
SKBQ,medium_airport,Ernesto Cortissoz International Airport,CO-ATL,BAQ
SKBR,small_airport,BerÃ¡stegui Airport,CO-COR,
SKBS,medium_airport,JosÃ© Celestino Mutis Airport,CO-CHO,BSC
SKBU,medium_airport,Gerardo Tobar LÃ³pez Airport,CO-VAC,BUN
SKCA,small_airport,CapurganÃ¡ Airport,CO-CHO,CPB
SKCB,small_airport,Carmen De Bolivar Airport,CO-BOL,
SKCC,medium_airport,Camilo Daza International Airport,CO-NSA,CUC
SKCD,small_airport,Mandinga Airport,CO-CHO,COG
SKCG,medium_airport,Rafael NuÃ±ez International Airport,CO-BOL,CTG
SKCH,small_airport,El PacÃ­fico Airport,CO-CAQ,
SKCI,small_airport,Carimagua Airport,CO-MET,CCO
SKCL,medium_airport,Alfonso Bonilla Aragon International Airport,CO-VAC,CLO
SKCM,small_airport,Cimitarra Airport,CO-SAN,CIM
SKCN,small_airport,Cravo Norte Airport,CO-ARA,RAV
SKCO,medium_airport,La Florida Airport,CO-NAR,TCO
SKCP,small_airport,Cupica Airport,CO-CHO,
SKCR,small_airport,CarurÃº Airport,CO-VAU,CUO
SKCU,medium_airport,Juan H White Airport,CO-ANT,CAQ
SKCV,medium_airport,CoveÃ±as Airport,CO-SUC,CVE
SKCZ,medium_airport,Las Brujas Airport,CO-SUC,CZU
SKEB,medium_airport,El Bagre Airport,CO-ANT,EBG
SKEJ,medium_airport,YariguÃ­es Airport,CO-SAN,EJA
SKFL,medium_airport,Gustavo Artunduaga Paredes Airport,CO-CAQ,FLA
SKFR,small_airport,Furatena Airport,CO-BOY,
SKFU,small_airport,FundaciÃ³n Airport,CO-MAG,FDA
SKGA,small_airport,La Gaviota Airport,CO-VID,LGT
SKGB,small_airport,Marco Fidel Suarez Air Base,CO-VAC,
SKGI,medium_airport,Santiago Vila Airport,CO-CUN,GIR
SKGO,medium_airport,Santa Ana Airport,CO-VAC,CRC
SKGP,medium_airport,Juan Casiano Airport,CO-CAU,GPI
SKGY,small_airport,Guaymaral Airport,CO-BOL,
SKGZ,small_airport,La Jagua Airport,CO-HUI,
SKHA,small_airport,Chaparral Airport,CO-TOL,CPL
SKHC,small_airport,Hato Corozal Airport,CO-CAS,HTZ
SKIB,medium_airport,Perales Airport,CO-TOL,IBE
SKIG,small_airport,ChigorodÃ³ Airport,CO-ANT,IGO
SKIO,small_airport,Cicuco Airport,CO-BOL,
SKIP,medium_airport,San Luis Airport,CO-NAR,IPI
SKLA,small_airport,MÃ¡laga Airport,CO-SAN,
SKLC,medium_airport,Antonio Roldan Betancourt Airport,CO-ANT,APO
SKLG,small_airport,Caucaya Airport,CO-PUT,LQM
SKLM,medium_airport,Jorge Isaac Airport,CO-LAG,MCJ
SKLP,small_airport,La Pedrera Airport,CO-AMA,LPD
SKLT,medium_airport,Alfredo VÃ¡squez Cobo International Airport,CO-AMA,LET
SKMA,small_airport,Madrid Air Base,CO-CUN,
SKMD,medium_airport,Enrique Olaya Herrera Airport,CO-ANT,EOH
SKME,small_airport,Melgar Air Base,CO-CUN,
SKMF,small_airport,Miraflores Airport,CO-GUV,MFS
SKMG,medium_airport,Baracoa Airport,CO-BOL,MGN
SKMJ,small_airport,Maicao Airport,CO-LAG,
SKML,small_airport,Montelibano Airport,CO-COR,MTB
SKMN,small_airport,Casanare Airport,CO-CAS,
SKMP,small_airport,San Bernardo Airport,CO-BOL,
SKMR,medium_airport,Los Garzones Airport,CO-COR,MTR
SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,CO-VAU,MVP
SKMZ,medium_airport,La Nubia Airport,CO-CAL,MZL
SKNC,small_airport,Necocli Airport,CO-ANT,NCI
SKNQ,small_airport,Reyes Murillo Airport,CO-CHO,NQU
SKNV,medium_airport,Benito Salas Airport,CO-HUI,NVA
SKOC,medium_airport,Aguas Claras Airport,CO-NSA,OCV
SKOE,small_airport,Orocue Airport,CO-CAS,ORC
SKOL,small_airport,Puerto LÃ³pez Airport,CO-MET,
SKOR,small_airport,Orito Airport,CO-PUT,
SKPA,small_airport,Juan Jose Rondon Airport,CO-BOY,
SKPB,small_airport,Puerto BolÃ­var Airport,CO-LAG,
SKPC,medium_airport,German Olano Airport,CO-VID,PCR
SKPD,medium_airport,Obando Airport,CO-GUA,PDA
SKPE,medium_airport,MatecaÃ±a International Airport,CO-RIS,PEI
SKPG,small_airport,Puerto Gaitan Airport,CO-CAS,
SKPI,medium_airport,Pitalito Airport,CO-HUI,PTX
SKPL,small_airport,Plato Airport,CO-MAG,PLT
SKPN,small_airport,Puerto Nare Airport,CO-ANT,NAR
SKPP,medium_airport,Guillermo LeÃ³n Valencia Airport,CO-CAU,PPN
SKPQ,medium_airport,German Olano Air Base,CO-CUN,PAL
SKPR,small_airport,Puerto Berrio Airport,CO-ANT,PBE
SKPS,medium_airport,Antonio Narino Airport,CO-NAR,PSO
SKPV,medium_airport,El Embrujo Airport,CO-SAP,PVA
SKPZ,medium_airport,Paz De Ariporo Airport,CO-CAS,PZA
SKQU,medium_airport,Mariquita Airport,CO-TOL,MQU
SKRG,medium_airport,Jose Maria CÃ³rdova International Airport,CO-ANT,MDE
SKRH,medium_airport,Almirante Padilla Airport,CO-LAG,RCH
SKSA,small_airport,Los Colonizadores Airport,CO-ARA,RVE
SKSG,small_airport,San Gil Airport,CO-SAN,
SKSI,small_airport,Santiago I Airport,CO-CAS,
SKSJ,medium_airport,Jorge E. Gonzalez Torres Airport,CO-GUV,SJE
SKSL,small_airport,Santa Rosalia Airport,CO-VID,SSL
SKSM,medium_airport,SimÃ³n BolÃ­var International Airport,CO-MAG,SMR
SKSO,small_airport,Alberto Lleras Camargo Airport,CO-BOY,SOX
SKSP,medium_airport,Gustavo Rojas Pinilla International Airport,CO-SAP,ADZ
SKSR,small_airport,San Marcos Airport,CO-SUC,SRS
SKSV,medium_airport,Eduardo Falla Solano Airport,CO-CAQ,SVI
SKTB,small_airport,TibÃº Airport,CO-NSA,TIB
SKTD,small_airport,Trinidad Airport,CO-CAS,TDA
SKTI,small_airport,Tolemaida Air Base,CO-CUN,
SKTJ,medium_airport,Tunja Airport,CO-BOY,
SKTL,small_airport,Golfo de Morrosquillo Airport,CO-SUC,TLU
SKTM,medium_airport,Gustavo Vargas Airport,CO-ARA,TME
SKTQ,medium_airport,Tres Esquinas Air Base,CO-CAQ,TQS
SKTU,small_airport,Gonzalo MejÃ­a Airport,CO-ANT,TRB
SKUA,medium_airport,MarandÃºa Air Base,CO-VID,
SKUC,medium_airport,Santiago Perez Airport,CO-ARA,AUC
SKUI,medium_airport,El CaraÃ±o Airport,CO-CHO,UIB
SKUL,medium_airport,Heriberto GÃ­l MartÃ­nez Airport,CO-VAC,ULQ
SKUR,small_airport,Urrao Airport,CO-ANT,URR
SKVG,small_airport,Villa GarzÃ³n Airport,CO-PUT,VGZ
SKVL,small_airport,VelÃ¡squez Airport,CO-BOY,PYA
SKVN,small_airport,Villanueva Airport,CO-CAS,
SKVP,medium_airport,Alfonso LÃ³pez Pumarejo Airport,CO-CES,VUP
SKVV,medium_airport,Vanguardia Airport,CO-MET,VVC
SKYA,small_airport,Yaguara Airport,CO-CAQ,AYG
SKYP,medium_airport,El Yopal Airport,CO-CAS,EYP
SLAB,small_airport,Abopo Airport,BO-S,
SLAG,small_airport,Monteagudo Airport,BO-H,MHW
SLAL,medium_airport,AlcantarÃ­ Airport,BO-H,SRE
SLAM,small_airport,Arampampa Airport,BO-P,
SLAN,small_airport,Angora Airport,BO-B,
SLAP,small_airport,Apolo Airport,BO-L,APB
SLAQ,small_airport,Aiquile Airport,BO-C,
SLAS,small_airport,AscenciÃ³n De Guarayos Airport,BO-S,ASC
SLBB,small_airport,Bulo Bulo Airport,BO-C,
SLBF,small_airport,Blanca Flor Airport,BO-N,
SLBH,small_airport,Buena Hora Airport,BO-B,
SLBJ,medium_airport,Bermejo Airport,BO-T,BJO
SLBN,small_airport,Bella UniÃ³n Airport,BO-B,
SLBR,small_airport,Buen Retiro Itenez Airport,BO-B,
SLBS,small_airport,Bella Vista Itenez Airport,BO-B,
SLBT,small_airport,Buen Retiro Ballivian Airport,BO-B,
SLBV,small_airport,Villa Vista Montano Airport,BO-B,
SLCA,small_airport,Camiri Airport,BO-S,CAM
SLCB,medium_airport,Jorge Wilsterman International Airport,BO-C,CBB
SLCC,small_airport,Copacabana Airport,BO-L,
SLCD,small_airport,CaÃ±ada Airport,BO-S,
SLCE,small_airport,Cabezas Airport,BO-S,
SLCG,small_airport,Charagua Airport,BO-S,
SLCH,small_airport,Chimore Airport,BO-C,CCA
SLCI,small_airport,Caigua Airport,BO-T,
SLCL,small_airport,Collpani Airport,BO-O,
SLCM,small_airport,Camacho Airport,BO-N,
SLCN,small_airport,CharaÃ±a Airport,BO-L,
SLCO,medium_airport,CapitÃ¡n AnÃ­bal Arab Airport,BO-N,CIJ
SLCP,small_airport,ConcepciÃ³n Airport,BO-S,CEP
SLCR,small_airport,Comarapa Airport,BO-S,
SLCS,small_airport,Cerdas Airport,BO-P,
SLCT,small_airport,"Choreti, Bolivia, South America Airport",BO-B,
SLCU,small_airport,Culpina Airport,BO-H,
SLCV,small_airport,Cavinas Airport,BO-B,
SLCX,small_airport,Chive Airport,BO-L,
SLCY,small_airport,Collpa Airport,BO-S,
SLDA,small_airport,Caranda Airport,BO-S,
SLDL,small_airport,Dalmacia Airport,BO-S,
SLDN,small_airport,El Desengano Airport,BO-B,
SLEA,small_airport,El Cocal Airport,BO-B,
SLEC,small_airport,El Cairo Airport,BO-B,
SLEE,small_airport,El Escondido Airport,BO-T,
SLEF,small_airport,El Triunfo Airport,BO-B,
SLEH,small_airport,El Rancho Airport,BO-B,
SLEI,small_airport,Espino Airport,BO-S,
SLEK,small_airport,El Condor Airport,BO-T,
SLEO,small_airport,El Paraiso Airport,BO-B,
SLEP,small_airport,El Peru Airport,BO-B,
SLER,small_airport,Cerrillos Airport,BO-H,
SLES,small_airport,Estalsa Airport,BO-O,
SLET,medium_airport,El Trompillo Airport,BO-S,SRZ
SLEV,small_airport,El Salvador Airport,BO-B,
SLEZ,small_airport,La Esperanza Airport,BO-B,
SLFA,small_airport,Fatima Airport,BO-B,
SLFL,small_airport,Florida Airport,BO-S,
SLFO,small_airport,Flor De Oro Airport,BO-S,
SLFR,small_airport,Florencia Airport,BO-B,
SLGP,small_airport,Guirapembi Airport,BO-S,
SLGQ,small_airport,Chiquitos Airport,BO-S,
SLGY,small_airport,CapitÃ¡n de Av. Emilio BeltrÃ¡n Airport,BO-B,GYA
SLHA,small_airport,Cachascani Airport,BO-B,
SLHC,small_airport,Huacareta Airport,BO-H,
SLHJ,small_airport,Huacaraje Airport,BO-B,BVK
SLHS,small_airport,Chacobos Airport,BO-S,
SLIG,small_airport,Inglaterra Airport,BO-B,
SLIN,small_airport,Santa Catalina Airport,BO-B,
SLIP,small_airport,Samaipata Airport,BO-S,
SLIR,small_airport,Ibori Airport,BO-B,
SLIT,small_airport,Itaguazurenda Airport,BO-S,
SLIX,small_airport,Ixiamas Airport,BO-L,
SLIY,small_airport,Intiraymi Airport,BO-O,
SLIZ,small_airport,Izozog Airport,BO-S,
SLJ,small_airport,Solomon Airport,AU-WA,SLJ
SLJA,small_airport,Jatata Airport,BO-N,
SLJE,small_airport,San JosÃ© De Chiquitos Airport,BO-S,SJS
SLJN,small_airport,San Juan Estancias Airport,BO-B,
SLJO,small_airport,San JoaquÃ­n Airport,BO-B,SJB
SLJS,small_airport,Josuani Airport,BO-B,
SLJV,small_airport,San Javier Airport,BO-S,SJV
SLLB,small_airport,Las Brizas Airport,BO-B,
SLLH,small_airport,Lago Huachi Airport,BO-B,
SLLI,small_airport,La India Airport,BO-B,
SLLJ,small_airport,Laja Airport,BO-L,
SLLL,small_airport,Laguna Loa Airport,BO-B,
SLLP,medium_airport,El Alto International Airport,BO-L,LPB
SLLQ,small_airport,Copaquilla Airport,BO-O,
SLLS,small_airport,Lagunillas Airport,BO-S,
SLLZ,small_airport,San Lorenzo Airport,BO-B,
SLMB,small_airport,Mangabalito Airport,BO-O,
SLMD,small_airport,Madidi Airport,BO-L,
SLME,small_airport,Mandeyepecua Airport,BO-S,
SLMG,small_airport,Magdalena Airport,BO-B,MGD
SLMM,small_airport,Mora Airport,BO-S,
SLMN,small_airport,Manuripi Airport,BO-N,
SLMX,small_airport,Monos AraÃ±a Airport,BO-S,
SLMZ,small_airport,Mizque Airport,BO-C,
SLNL,small_airport,CaÃ±ada Larga Airport,BO-S,
SLNO,small_airport,Nuevo Mundo Airport,BO-B,
SLNV,small_airport,Nieve Airport,BO-B,
SLOR,medium_airport,Juan Mendoza Airport,BO-O,ORU
SLPA,small_airport,Palmar Airport,BO-S,
SLPF,small_airport,Piso Firme Airport,BO-S,
SLPG,small_airport,Progreso Airport,BO-B,
SLPI,small_airport,Pitai Airport,BO-B,
SLPL,small_airport,Padilla Airport,BO-H,
SLPM,small_airport,Palmira Airport,BO-B,
SLPN,small_airport,Porvenir Norte Airport,BO-S,
SLPO,medium_airport,Capitan Nicolas Rojas Airport,BO-P,POI
SLPR,small_airport,Puerto Rico Airport,BO-N,PUR
SLPS,medium_airport,CapitÃ¡n Av. Salvador Ogaya G. airport,BO-S,PSZ
SLPW,small_airport,El Porvenir Sur Airport,BO-H,
SLPY,small_airport,Piray Airport,BO-S,
SLQN,small_airport,Coquinal Airport,BO-B,
SLRA,small_airport,San RamÃ³n Airport,BO-B,SRD
SLRB,small_airport,RoborÃ© Airport,BO-S,RBO
SLRF,small_airport,Refugio Airport,BO-S,
SLRH,small_airport,Rancho Alegre Airport,BO-B,
SLRI,small_airport,CapitÃ¡n Av. Selin Zeitun Lopez Airport,BO-B,RIB
SLRL,small_airport,Rosal Airport,BO-B,
SLRP,small_airport,Rosapata Airport,BO-O,
SLRR,small_airport,Retiro Airport,BO-B,
SLRS,small_airport,Rio Seco Airport,BO-S,
SLRT,small_airport,Santa Rita Airport,BO-B,
SLRX,small_airport,Rincon Del Tigre Airport,BO-S,
SLRY,small_airport,Reyes Airport,BO-B,REY
SLSA,medium_airport,Santa Ana Del Yacuma Airport,BO-B,SBL
SLSB,small_airport,CapitÃ¡n Av. German Quiroga G. Airport,BO-B,SRJ
SLSD,small_airport,San Carlos Gutierrez Airport,BO-B,
SLSE,small_airport,Santa Teresita Airport,BO-S,
SLSF,small_airport,San Rafael Airport,BO-S,
SLSG,small_airport,San Miguel De Gaser Airport,BO-B,
SLSH,small_airport,Santa Ana De Huachi Airport,BO-L,
SLSI,small_airport,CapitÃ¡n Av. Juan Cochamanidis S. Airport,BO-S,SNG
SLSJ,small_airport,Salinas Airport,BO-O,
SLSK,small_airport,Santa Rosa Del Sara Airport,BO-S,
SLSM,small_airport,San Ignacio de Moxos Airport,BO-B,SNM
SLSN,small_airport,Sanandita Airport,BO-T,
SLSP,small_airport,Sipuati Airport,BO-T,
SLSQ,small_airport,Santiago De Chiquitos Airport,BO-S,
SLSR,small_airport,Santa Rosa De Yacuma Airport,BO-B,SRB
SLSS,small_airport,Sunsas Airport,BO-S,
SLSU,medium_airport,Juana Azurduy De Padilla Airport,BO-H,
SLTA,small_airport,Taquipirenda Airport,BO-S,
SLTC,small_airport,Tres Cruces Airport,BO-S,
SLTE,small_airport,Teoponte Airport,BO-L,
SLTG,small_airport,Santiago Airport,BO-B,
SLTI,small_airport,San MatÃ­as Airport,BO-S,MQK
SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,BO-T,TJA
SLTL,small_airport,Toldos Airport,BO-P,
SLTO,small_airport,Totora Airport,BO-O,
SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,BO-B,TDD
SLTU,small_airport,Turco Airport,BO-O,
SLTW,small_airport,Tita Airport,BO-S,
SLTX,small_airport,Tuichi Airport,BO-L,
SLTY,small_airport,Tiguipa Airport,BO-B,
SLTZ,small_airport,Tupiza Airport,BO-P,
SLUC,small_airport,Cuevo Airport,BO-S,
SLUK,small_airport,Curahuara de Carangas Airport,BO-O,
SLUP,small_airport,Puerto America Airport,BO-N,
SLUS,small_airport,Urusi Airport,BO-B,
SLUU,small_airport,Ulla Ulla Airport,BO-L,
SLUY,small_airport,Uyuni Airport,BO-P,UYU
SLVA,small_airport,Villa Aroma Airport,BO-L,
SLVD,small_airport,Covendo Airport,BO-L,
SLVE,small_airport,Venecia Airport,BO-B,
SLVG,small_airport,CapitÃ¡n Av. Vidal Villagomez Toledo Airport,BO-S,VAH
SLVI,small_airport,Caranavi Airport,BO-L,
SLVM,medium_airport,Teniente Coronel Rafael PabÃ³n Airport,BO-T,VLM
SLVN,small_airport,Villa Negrita Airport,BO-B,
SLVR,large_airport,Viru Viru International Airport,BO-S,VVI
SLVT,small_airport,Tesoro/La Vertiente Airport,BO-T,
SLVU,small_airport,Vuelta Grande Airport,BO-H,
SLVV,small_airport,Villa Elvira Airport,BO-B,
SLVZ,small_airport,Villazon Airport,BO-P,
SLYA,medium_airport,Yacuiba Airport,BO-T,BYC
SLYG,small_airport,Yabog Airport,BO-S,
SLYI,small_airport,Yapacani Airport,BO-S,
SLZB,small_airport,San Pedro Rb Airport,BO-B,
SLZC,small_airport,San Carlos Airport,BO-S,
SLZF,small_airport,San Francisco Naciff Airport,BO-B,
SLZJ,small_airport,San Pedro Richard Airport,BO-B,
SLZV,small_airport,San Vicente Airport,BO-S,
SM-0002,small_airport,Aviosuperficie Torraccia,SM-03,
SMAF,small_airport,Afobakka Airstrip,SR-BR,
SMAN,small_airport,Lawa Antino Airstrip,SR-SI,
SMBG,small_airport,Bakhuys Airstrip,SR-SI,
SMBN,small_airport,Albina Airport,SR-MA,ABN
SMCB,small_airport,Cabana Airstrip,SR-SI,
SMCI,small_airport,Coeroeni Airport,SR-SI,
SMCO,small_airport,Totness Airport,SR-CR,TOT
SMCT,small_airport,Cottica Airstrip,SR-SI,
SMDA,small_airport,Drietabbetje Airport,SR-SI,DRJ
SMDK,small_airport,Donderskamp Airstrip,SR-SI,
SMDU,small_airport,Alalapadu Airstrip,SR-SI,
SMGA,small_airport,Gakaba Airstrip,SR-SI,
SMGH,small_airport,Godo Holo Airstrip,SR-SI,
SMGR,small_airport,Gross Rosebel Airstrip,SR-BR,
SMH,small_airport,Sapmanga Airport,PG-MPL,SMH
SMHA,small_airport,Henri Alwies Airstrip,SR-SA,
SMJA,small_airport,Jarikaba Airstrip,SR-SA,
SMJP,medium_airport,Johan Adolf Pengel International Airport,SR-PR,PBM
SMKA,small_airport,Kabalebo Airport,SR-SI,
SMKE,small_airport,Kayser Airport,SR-SI,
SMLA,small_airport,Lawa Anapaike Airstrip,SR-SI,
SMLI,small_airport,Lelygebergte Airstrip,SR-SI,
SMLT,small_airport,Langatabbetje Airstrip,SR-SI,
SMMO,small_airport,Moengo Airstrip,SR-MA,MOJ
SMNI,small_airport,Nieuw Nickerie Airport,SR-NI,ICK
SMOL,small_airport,Oelemari Airport,SR-SI,
SMP,small_airport,Stockholm Airport,PG-EBR,SMP
SMPA,small_airport,Vincent Fayks Airport,SR-SI,OEM
SMPE,small_airport,Poeketi Airstrip,SR-SI,
SMPG,small_airport,Poesoegroenoe(Pusugrunu) Airstrip,SR-SI,
SMPT,small_airport,Apetina Airstrip,SR-SI,
SMRA,small_airport,Ralleigh Airstrip,SR-SI,
SMRN,small_airport,Ragoebarsing Airstrip,SR-SI,
SMSI,small_airport,Sipaliwini Airport,SR-SI,
SMSK,small_airport,Sarakreek Airstrip,SR-BR,
SMSM,small_airport,Kwamalasoemoetoe Airport,SR-SI,
SMST,small_airport,Stoelmanseiland Airport,SR-SI,SMZ
SMTA,small_airport,Tabiki Airstrip,SR-SI,
SMTB,small_airport,Rudi Kappel Airport,SR-SI,
SMVG,small_airport,Vier Gebroeders Airstrip,SR-SI,
SMVO,small_airport,Avanavero Airstrip,SR-SI,
SMWA,small_airport,Wageningen Airstrip,SR-NI,AGI
SMZO,small_airport,Zorg en Hoop Airport,SR-PM,ORG
SN-0001,small_airport,ThiÃ¨s Airport,SN-TH,
SN00,small_airport,J Roesner Airport,US-KS,
SN02,small_airport,Wright International Airport,US-KS,
SN03,small_airport,Lenora Municipal Airport,US-KS,
SN04,small_airport,Roberts Memorial Airport,US-KS,
SN05,small_airport,Halstead Airport,US-KS,
SN07,small_airport,Beaumont Hotel Airport,US-KS,
SN08,small_airport,Fisher Airport,US-KS,
SN09,small_airport,Solomon Valley Airpark,US-KS,
SN10,small_airport,Belle Plaine Farms Airport,US-KS,
SN12,small_airport,Jenkinson Airport,US-KS,
SN13,small_airport,Albers Airport,US-KS,
SN16,small_airport,Curtis Airport,US-KS,
SN18,small_airport,Sills Air Park,US-KS,
SN20,small_airport,Brady-Pippin Airport,US-KS,
SN21,small_airport,Flory /Private/ Airport,US-KS,
SN22,small_airport,Hoelting Airport,US-KS,
SN26,small_airport,Horttor Airport,US-KS,
SN28,small_airport,Belcher Airport,US-KS,
SN29,small_airport,Rucker Airport,US-KS,
SN32,small_airport,Rands Airport,US-KS,
SN33,small_airport,Callaway Airpark,US-KS,
SN34,small_airport,Rucker Airport,US-KS,
SN36,small_airport,Wamsley Field,US-KS,
SN37,small_airport,Harold K. Wells Airport,US-KS,
SN39,small_airport,Baldock Farm Airport,US-KS,
SN40,small_airport,Olson Aerodrome,US-KS,
SN41,small_airport,Ziggy Carline Airport,US-KS,
SN42,small_airport,Harrod Airport,US-KS,
SN43,small_airport,Strafuss Airport,US-KS,
SN44,small_airport,Bob Faler Airport,US-KS,
SN45,small_airport,Michael's Airport,US-KS,
SN46,small_airport,Taylor Airport,US-KS,
SN47,small_airport,Converse Farm Airport,US-KS,
SN48,small_airport,Moore Field,US-KS,
SN49,small_airport,Mc Collough Airfield,US-KS,
SN52,small_airport,Pilot Pointe Estates Airport,US-KS,
SN53,small_airport,Bonner Field,US-KS,
SN55,small_airport,R J C Farms Inc Airport,US-KS,
SN57,small_airport,Witham Airport,US-KS,
SN58,small_airport,Foster Field,US-KS,
SN59,small_airport,Hermon Farm Airport,US-KS,
SN61,small_airport,Yoder Airpark,US-KS,
SN62,small_airport,Roberts Field,US-KS,
SN63,small_airport,Gail Ballard Airport,US-KS,
SN64,small_airport,Eck Field,US-KS,
SN65,small_airport,Lake Waltanna Airport,US-KS,
SN66,small_airport,Beesley Farms Airport,US-KS,
SN67,small_airport,Button Airport,US-KS,
SN68,small_airport,Lil Bird Airport,US-KS,
SN69,small_airport,Emmerson Airport,US-KS,
SN70,small_airport,Kaypod Airport,US-KS,
SN72,small_airport,Graham Farms Airport,US-KS,
SN75,small_airport,Sommers Airport,US-KS,
SN76,small_airport,Sunflower Aerodrome,US-KS,
SN78,small_airport,Albright Airport,US-KS,
SN81,small_airport,Hancock Airport,US-KS,
SN83,small_airport,Highcrest Air Park,US-KS,
SN84,small_airport,Blaser's Airport,US-KS,
SN85,small_airport,Fox Fire Airport,US-KS,
SN87,small_airport,Supreme Feeders Airport,US-KS,
SN88,small_airport,Crosswind Airfield,US-KS,
SN89,small_airport,Somerset Airport,US-KS,
SN90,small_airport,Eibes Airfield,US-KS,
SN91,small_airport,Godfrey Airport,US-KS,
SN92,small_airport,Sunshine Ranch Airport,US-KS,
SN93,small_airport,Dickson /Private/ Airport,US-KS,
SN94,small_airport,Amy Airport,US-KS,
SN95,small_airport,Roberts Air Field,US-KS,
SN97,small_airport,Brollier Airport,US-KS,
SN98,small_airport,Anton Flying Uv Airport,US-KS,
SN99,small_airport,Laflin Ranch Airport,US-KS,
SNAA,small_airport,Fazenda da Barra Airport,BR-GO,
SNAB,small_airport,Araripina Airport,BR-PE,
SNAC,small_airport,Fazenda Santa Rosa Airport,BR-PA,
SNAD,small_airport,Fazenda Ãguia Branca Airport,BR-MA,
SNAE,small_airport,Arcoverde Airport,BR-PE,
SNAF,small_airport,Fazenda Ãgua Comprida Airport,BR-MG,
SNAG,small_airport,Araguari Airport,BR-MG,
SNAH,small_airport,Araguari AirportAdustina Airport,BR-BA,
SNAI,small_airport,Alto ParnaÃ­ba Airport,BR-MA,APY
SNAJ,small_airport,Fazenda JaguarÃ© Airport,BR-PA,
SNAL,small_airport,Arapiraca Airport,BR-AL,APQ
SNAM,small_airport,Santo AntÃ´nio do Amparo Airport,BR-MG,
SNAN,small_airport,Empresa AgrÃ­cola Chiapeta Airport,BR-RS,
SNAO,small_airport,Trimonte Airport,BR-RJ,
SNAP,small_airport,JanaÃºba Airport,BR-MG,
SNAR,small_airport,Cirilo QueirÃ³z Airport,BR-MG,AMJ
SNAS,small_airport,TrÃªs Marias Airport,BR-MG,
SNAT,small_airport,Aracati Airport,BR-CE,
SNAU,small_airport,Aeroclube de Sergipe Airport,BR-SE,
SNAV,small_airport,Agrovale Airport,BR-BA,
SNAW,small_airport,Fazenda Boa FÃ© Airport,BR-MG,
SNAX,small_airport,Marcelo Pires Halzhausen Airport,BR-SP,AIF
SNAY,small_airport,Fazenda Rio Lages Airport,BR-PA,
SNAZ,small_airport,Amargosa Airport,BR-BA,
SNBB,small_airport,Fazenda Agronol Airport,BR-BA,
SNBC,small_airport,Barra do Corda Airport,BR-MA,BDC
SNBD,small_airport,Sobradinho Airport,BR-BA,
SNBE,small_airport,Fazenda BotuverÃ¡ Airport,BR-MT,
SNBF,small_airport,Fazenda Vale Verde Airport,BR-MT,
SNBG,small_airport,Baixo Guandu - AimorÃ©s Airport,BR-ES,
SNBI,small_airport,Bacabal Airport,BR-MA,
SNBJ,small_airport,Belo Jardim Airport,BR-PE,
SNBL,small_airport,Belmonte Airport,BR-BA,BVM
SNBM,small_airport,Cristiano Ferreira Varella Airport,BR-MG,
SNBN,small_airport,Balbinot Airport,BR-PA,
SNBO,small_airport,Boquira Airport,BR-BA,0
SNBR,small_airport,Barreiras Airport,BR-BA,BRA
SNBS,small_airport,Balsas Airport,BR-MA,BSS
SNBT,small_airport,Benedito Leite Airport,BR-MA,
SNBU,small_airport,SÃ³crates Mariani Bittencourt Airport,BR-BA,BMS
SNBV,small_airport,Campo de Boi Airport,BR-PA,
SNBW,small_airport,BaiÃ£o Airport,BR-PA,
SNBX,small_airport,Barra Airport,BR-BA,BQQ
SNBY,small_airport,BambuÃ­ Airport,BR-MG,
SNBZ,small_airport,Paramirim Airport,BR-BA,
SNCA,small_airport,Campo Belo Airport,BR-MG,
SNCB,small_airport,Castanhal Airport,BR-PA,
SNCE,small_airport,Campo do Meio Airport,BR-MG,0
SNCF,small_airport,Continental Airport,BR-PA,
SNCG,small_airport,Campos Gerais Airport,BR-PR,
SNCI,small_airport,Cibrasa Airport,BR-PA,
SNCJ,small_airport,Piquiatuba Airport,BR-PA,
SNCL,small_airport,Lorenzo Airport,BR-BA,
SNCO,small_airport,AgropecuÃ¡ria Santa Paola Airport,BR-MS,
SNCP,small_airport,Carutapera Airport,BR-MA,CTP
SNCQ,small_airport,CocorobÃ³ Airport,BR-BA,
SNCS,small_airport,Campos Sales Airport,BR-CE,
SNCT,small_airport,Ubaporanga Airport,BR-MG,
SNCU,small_airport,Cururupu Airport,BR-MA,CPU
